objName,stdId,stdFlavor,ra,dec,v,bv,u,g,r,i,z,ue,ge,re,ie,ze
Ross530,475,0,244.96508356715606,22.6368561735,11.877,0.558,13.15,11.877,11.319,11.09,10.987,0.004,0.002,0.002,0.001,0.002
GCRV9483,476,0,247.06817446737114,44.6739538045,11.631,0.527,12.737,11.631,11.104,10.882,10.8,0.003,0.002,0.002,0.002,0.003
LHS-0419,477,0,247.57459021168026,-12.668062066666666,10.831,1.36,13.6,10.831,9.471,8.028,7.36,0.009,0.006,0.005,0.004,0.005
PG1633+099-G,478,0,248.88475,9.841778,14.065,0.511,15.395,14.065,13.554,13.369,13.29,0.006,0.003,0.003,0.003,0.005
PG1633+099-B,479,0,248.88875,9.772389,13.475,0.863,15.956,13.475,12.612,12.326,12.168,0.007,0.004,0.003,0.004,0.005
PG1633+099-F,480,0,248.902958,9.827889,14.176,0.689,15.774,14.176,13.487,13.169,13.001,0.008,0.003,0.003,0.005,0.005
PG1633+099-D,481,0,248.917042,9.778194,13.91,0.358,15.066,13.91,13.552,13.441,13.416,0.009,0.004,0.003,0.004,0.004
PG1633+099-E,482,0,248.937833,9.8235,13.5,0.645,15.169,13.5,12.855,12.608,12.485,0.007,0.002,0.003,0.004,0.004
108_475,483,0,249.2523,-0.57767,11.962,1.13,15.089,11.962,10.832,10.376,10.106,0.015,0.002,0.002,0.001,0.003
108_551,484,0,249.44899594059956,-0.5515044058333334,10.715,-0.032,11.971,10.715,10.747,10.851,10.902,0.005,0.003,0.002,0.002,0.003
ugrizJ165304.2-555724,485,0,253.267542,-55.956778,12.624,0.439,13.886,12.624,12.185,12.011,11.956,0.005,0.003,0.003,0.002,0.002
LSE_259-C,486,0,253.374875,-56.015083,11.336,0.815,13.464,11.336,10.521,10.212,10.048,0.004,0.002,0.002,0.003,0.003
ugrizJ165335.8-555835,487,0,253.399458,-55.976583,14.46,0.863,16.604,14.46,13.597,13.228,13.011,0.004,0.003,0.003,0.005,0.005
LSE_259-D,488,0,253.423,-55.985694,11.816,0.135,13.11,11.816,11.681,11.689,11.703,0.003,0.003,0.002,0.003,0.002
LSE_259-E,489,0,253.42975,-55.974889,12.181,0.433,13.514,12.181,11.748,11.608,11.557,0.002,0.002,0.002,0.002,0.002
LSE_259,490,0,253.477125,-56.031778,12.398,-0.293,12.169,12.398,12.691,12.942,13.155,0.005,0.002,0.003,0.004,0.006
ugrizJ165358.5-560807,491,0,253.494083,-56.135389,12.741,0.188,13.981,12.741,12.553,12.528,12.554,0.003,0.004,0.004,0.004,0.002
ugrizJ165410.3-560405,492,0,253.542917,-56.068083,13.693,0.445,15.072,13.693,13.248,13.104,13.055,0.004,0.005,0.004,0.003,0.003
ugrizJ165413.1-560517,493,0,253.554583,-56.088194,12.812,0.571,14.394,12.812,12.241,12.041,11.959,0.004,0.003,0.002,0.002,0.002
ugrizJ165417.9-555620,494,0,253.574667,-55.938889,10.799,0.897,13.197,10.799,9.902,9.543,9.344,0.004,0.005,0.002,0.007,0.004
ugrizJ165419.0-560204,495,0,253.579292,-56.034583,13.677,0.45,15.004,13.677,13.227,13.063,13.003,0.004,0.005,0.003,0.004,0.003
ugrizJ165424.2-560011,496,0,253.600958,-56.003083,13.391,0.353,14.647,13.391,13.038,12.932,12.905,0.003,0.004,0.003,0.003,0.004
ugrizJ165430.8-555729,497,0,253.628667,-55.958083,12.41,0.352,13.676,12.41,12.058,11.921,11.865,0.002,0.005,0.001,0.006,0.006
Wolf629,498,0,253.85085159186744,-8.326918061083333,12.542,1.413,15.555,12.542,11.129,9.663,9.015,0.021,0.004,0.001,0.004,0.002
Yan173518+185729,499,0,263.82895,18.95806,12.659,0.32,13.787,12.659,12.339,12.248,12.235,0.005,0.003,0.003,0.004,0.004
BD+18o3407,500,0,263.83358573818657,18.8819504295,10.393,0.628,12.083,10.393,9.765,9.538,9.438,0.003,0.001,0.001,0.001,0.001
Yan173527+185407,501,0,263.86505,18.90197,12.916,0.479,14.328,12.916,12.437,12.302,12.271,0.007,0.003,0.004,0.003,0.005
Yan173529+185331,502,0,263.87117,18.89219,12.48,0.368,13.685,12.48,12.112,12.016,12.013,0.004,0.002,0.002,0.004,0.004
BD+2o3375,503,0,264.93814639579716,2.416833682,10.13,0.321,11.016,10.13,9.809,9.686,9.657,0.002,0.001,0.001,0.001,0.002
109_71,504,0,266.02821,-0.41628,11.605,0.13,12.879,11.605,11.475,11.465,11.455,0.003,0.002,0.001,0.001,0.002
109_381,505,0,266.05103,-0.34261,12.061,0.547,13.538,12.061,11.514,11.291,11.197,0.006,0.002,0.002,0.001,0.002
109_231,506,0,266.3330437551912,-0.431200445,10.043,1.218,13.274,10.043,8.825,8.323,8.009,0.016,0.002,0.003,0.002,0.002
109_537,507,0,266.4267636224333,-0.36003781749999997,10.657,0.456,12.106,10.657,10.201,10.01,9.931,0.007,0.003,0.003,0.003,0.004
ugrizJ175925.6-600103,508,0,269.85675,-60.017694,12.832,0.375,14.004,12.832,12.457,12.329,12.297,0.002,0.002,0.001,0.002,0.002
ugrizJ175934.4-600339,509,0,269.893542,-60.061,12.209,0.454,13.673,12.209,11.755,11.617,11.579,0.002,0.002,0.001,0.001,0.002
ugrizJ175945.5-595856,510,0,269.939708,-59.982389,11.042,0.49,12.447,11.042,10.552,10.399,10.345,0.002,0.002,0.002,0.001,0.003
ugrizJ175954.8-600533,511,0,269.978375,-60.092583,12.925,0.569,14.599,12.925,12.356,12.185,12.131,0.005,0.002,0.001,0.002,0.002
ugrizJ175954.8-595843,512,0,269.978458,-59.978694,13.35,0.409,14.564,13.35,12.941,12.796,12.739,0.004,0.006,0.002,0.002,0.002
ugrizJ175958.3-595354,513,0,269.99325,-59.898583,10.429,0.341,11.569,10.429,10.088,9.972,9.96,0.003,0.004,0.005,0.002,0.005
ugrizJ180006.2-600328,514,0,270.025917,-60.058,12.318,0.393,13.579,12.318,11.925,11.808,11.777,0.002,0.002,0.002,0.001,0.002
ugrizJ180013.1-595900,515,0,270.054708,-59.983583,13.573,0.281,14.71,13.573,13.292,13.223,13.212,0.003,0.003,0.002,0.002,0.004
ugrizJ180021.6-600316,516,0,270.090375,-60.0545,12.921,0.352,14.11,12.921,12.569,12.47,12.452,0.003,0.003,0.001,0.001,0.003
ugrizJ180035.5-600428,517,0,270.148167,-60.0745,11.827,0.395,13.165,11.827,11.432,11.323,11.312,0.003,0.004,0.002,0.002,0.003
Hilt733,518,0,274.3471857597721,-11.74916550138889,11.766,0.827,12.868,11.766,10.939,10.529,10.269,0.007,0.003,0.002,0.002,0.003
Hilt760,519,2,275.81839,-13.72387,12.636,1.216,14.301,12.636,11.42,10.912,10.193,0.011,0.003,0.002,0.003,0.006
Ross711,520,0,278.8297679953632,28.69749031327778,11.577,0.282,12.414,11.577,11.295,11.191,11.176,0.005,0.002,0.001,0.002,0.003
110_232,521,0,280.21806,0.03199,12.839,0.552,14.229,12.839,12.287,12.05,11.956,0.005,0.002,0.001,0.002,0.004
110_340,522,0,280.3682776399864,0.2562400933333333,10.104,0.094,11.332,10.104,10.01,10.049,10.102,0.004,0.003,0.003,0.002,0.002
110_355,523,0,280.57861,0.13994,12.488,0.901,14.382,12.488,11.587,11.044,10.624,0.009,0.005,0.004,0.004,0.006
110_361,524,0,280.68746,0.13462,12.702,0.438,13.952,12.702,12.264,12.122,12.09,0.003,0.004,0.002,0.002,0.002
110_266,525,0,280.70304,0.08494,12.456,0.719,14.201,12.456,11.737,11.361,11.167,0.004,0.008,0.001,0.002,0.002
110_496,526,0,280.74682,0.51912,13.529,0.856,15.698,13.529,12.673,12.179,11.865,0.013,0.003,0.003,0.002,0.003
110_499,527,0,280.78192,0.46694,12.226,0.827,14.262,12.226,11.399,10.926,10.594,0.007,0.002,0.002,0.002,0.003
110_503,528,0,280.79846,0.49519,12.085,0.46,13.877,12.085,11.625,11.403,11.287,0.005,0.002,0.002,0.003,0.003
110_506,529,0,280.82843,0.5068,11.557,0.376,12.797,11.557,11.181,11.074,11.059,0.003,0.004,0.001,0.001,0.002
110_507,530,0,280.82945,0.49053,12.997,0.918,15.321,12.997,12.079,11.696,11.472,0.005,0.008,0.001,0.001,0.003
110_441,531,0,280.88996,0.32799,11.351,0.361,12.653,11.351,10.99,10.864,10.827,0.002,0.003,0.001,0.001,0.002
110_450,532,0,280.96422,0.38282,12.041,0.753,14.106,12.041,11.288,10.868,10.588,0.003,0.006,0.001,0.001,0.002
Yan184359+002654,533,0,280.99671,0.44847,11.726,0.536,13.223,11.726,11.19,10.993,10.921,0.004,0.005,0.001,0.001,0.002
38_270,534,0,282.41997,45.15192,11.001,0.089,12.188,11.001,10.912,10.96,11.026,0.003,0.003,0.002,0.002,0.003
38_273,535,0,282.44373,45.22563,11.468,1.011,14.294,11.468,10.457,10.054,9.829,0.004,0.004,0.002,0.002,0.003
ugrizJ185944.4-295518,536,0,284.935292,-29.921889,13.038,0.469,14.335,13.038,12.569,12.412,12.353,0.004,0.003,0.002,0.002,0.003
ugrizJ185951.6-300016,537,0,284.965375,-30.004694,12.404,0.461,13.699,12.404,11.943,11.797,11.749,0.003,0.002,0.002,0.002,0.003
ugrizJ190012.4-295003,538,0,285.052,-29.834194,11.483,0.252,12.621,11.483,11.231,11.168,11.176,0.004,0.003,0.003,0.003,0.003
ugrizJ190025.3-295119,539,0,285.105667,-29.855389,11.426,0.395,12.626,11.426,11.031,10.905,10.874,0.003,0.006,0.003,0.003,0.004
GJ745A,540,0,286.7708856018864,20.886410066666667,11.567,1.408,14.415,11.567,10.159,9.113,8.623,0.004,0.002,0.001,0.002,0.003
GJ745B,541,0,286.8031055775252,20.875010066666665,11.552,1.401,14.391,11.552,10.151,9.102,8.614,0.006,0.002,0.001,0.002,0.002
Yan193102+361143,542,0,292.76207,36.19552,10.549,0.457,11.887,10.549,10.092,9.954,9.919,0.004,0.002,0.002,0.002,0.002
Yan193106+360601,543,0,292.77577,36.10032,12.485,0.1,13.71,12.485,12.385,12.425,12.481,0.009,0.003,0.004,0.003,0.008
BD+35o3659,544,0,292.7884458605438,36.150236260444444,10.422,0.333,11.347,10.422,10.089,9.972,9.95,0.002,0.001,0.001,0.001,0.001
111_775,545,0,294.3179855414659,0.20148205,11.597,1.491,15.362,11.597,10.106,9.409,8.988,0.019,0.004,0.003,0.002,0.003
111_1925,546,0,294.36934,0.41727,12.545,0.2,13.942,12.545,12.345,12.284,12.233,0.011,0.003,0.002,0.005,0.005
ugrizJ195906.4-595345,547,0,299.776917,-59.896,12.179,0.799,14.404,12.179,11.38,11.082,10.933,0.004,0.003,0.001,0.002,0.002
ugrizJ195923.6-594546,548,0,299.848625,-59.762889,13.28,0.443,14.627,13.28,12.837,12.699,12.658,0.003,0.002,0.002,0.001,0.003
ugrizJ195938.2-300520,549,0,299.90925,-30.088889,13.319,0.493,14.657,13.319,12.826,12.643,12.595,0.005,0.004,0.002,0.003,0.003
ugrizJ195943.2-300411,550,0,299.930083,-30.069889,12.14,0.475,13.442,12.14,11.665,11.511,11.465,0.003,0.004,0.004,0.003,0.003
ugrizJ195944.7-595102,551,0,299.9365,-59.850778,12.844,0.421,13.907,12.844,12.423,12.246,12.173,0.002,0.002,0.001,0.002,0.003
ugrizJ195947.9-295518,552,0,299.949958,-29.921694,12.524,0.878,14.748,12.524,11.646,11.268,11.052,0.005,0.002,0.001,0.001,0.003
ugrizJ195950.9-594819,553,0,299.962292,-59.8055,13.678,0.621,15.357,13.678,13.057,12.85,12.752,0.005,0.003,0.001,0.001,0.003
ugrizJ195957.6-295504,554,0,299.990292,-29.917778,13.774,0.429,15.088,13.774,13.345,13.208,13.157,0.005,0.002,0.002,0.001,0.003
ugrizJ200008.4-300401,555,0,300.035292,-30.067,11.93,0.514,13.452,11.93,11.416,11.257,11.204,0.003,0.001,0.003,0.002,0.002
ugrizJ200010.3-300040,556,0,300.042958,-30.011278,13.801,0.472,15.11,13.801,13.329,13.165,13.096,0.003,0.002,0.002,0.002,0.003
ugrizJ200013.7-295900,557,0,300.057167,-29.983583,13.989,0.47,15.192,13.989,13.519,13.345,13.265,0.004,0.003,0.002,0.002,0.003
ugrizJ200032.0-295737,558,0,300.1335,-29.960389,13.249,0.351,14.393,13.249,12.898,12.743,12.695,0.005,0.006,0.006,0.006,0.005
ugrizJ200421.5-450534,559,0,301.089958,-45.092778,11.429,0.277,12.525,11.429,11.152,11.094,11.125,0.003,0.004,0.002,0.002,0.002
E8_48-W,560,0,301.09471,-44.97747,11.115,0.694,13.063,11.115,10.421,10.182,10.065,0.006,0.004,0.002,0.002,0.003
E8_18-P,561,0,301.102333,-45.033194,9.473,0.259,10.549,9.473,9.214,9.159,9.178,0.004,0.003,0.003,0.002,0.003
ugrizJ200647.1-443701,562,0,301.69625,-44.617,13.833,0.289,14.931,13.833,13.544,13.453,13.463,0.004,0.003,0.003,0.004,0.005
ugrizJ200648.7-444251,563,0,301.702917,-44.714389,15.867,0.467,17.204,15.867,15.4,15.249,15.237,0.005,0.004,0.003,0.007,0.008
ugrizJ200654.2-444754,564,0,301.726,-44.7985,11.633,0.298,12.728,11.633,11.335,11.245,11.261,0.004,0.003,0.002,0.003,0.003
E8_p,565,0,301.77029,-44.70728,15.051,0.58,16.728,15.051,14.471,14.304,14.246,0.007,0.004,0.003,0.005,0.006
ugrizJ200712.4-443806,566,0,301.801958,-44.635083,13.944,0.4,15.156,13.944,13.544,13.42,13.393,0.004,0.002,0.002,0.003,0.002
ugrizJ200715.1-443717,567,0,301.813042,-44.6215,12.271,0.447,13.565,12.271,11.824,11.681,11.639,0.004,0.002,0.001,0.001,0.002
ugrizJ200719.8-444656,568,0,301.832625,-44.782389,12.991,0.198,14.03,12.991,12.793,12.755,12.787,0.003,0.003,0.002,0.002,0.003
